begin,end
00000712,00010055
00010483,00010485
00010269,00010740
00010550,00010976
00010125,00010868
00000931,00010826
00010017,00010226
00000407,00010909
00010012,00010229
00010246,00010784
00010141,00010979
00010137,00010148
00010082,00010087
00010290,00010893
00000378,00010322
00010229,00010627
00010108,00010512
00010045,00010838
00000157,00010786
00000277,00010138
00000972,00010155
00010768,00010935
00000436,00010175
00000152,00000378
00010289,00010892
00010073,00010145
00010384,00010691
00010010,00010551
00000905,00010059
00010740,00010970
00010248,00010784
00010022,00010038
00010107,00010780
00010820,00010908
00000234,00010653
00010378,00010808
00010628,00010916
00010719,00010906
00010728,00010894
00000286,00010980
00010754,00010759
00010428,00010480
00010338,00010666
00010236,00010478
00010070,00010204
00010346,00010900
00010299,00010535
00000790,00010859
00010045,00010628
00010631,00010892
00010026,00010552
00010009,00010170
00010447,00010472
00010838,00010884
00010297,00010811
00010722,00010984
00010147,00010339
00010066,00010513
00010163,00010731
00010145,00010755
00010550,00010649
00010264,00010423
00010210,00010555
00000887,00010202
00000180,00010829
00000212,00010225
00010314,00010683
00010170,00010828
00000716,00010298
00000887,00010396
00010138,00010697
00010628,00010884
00010023,00010171
00010186,00010200
00010422,00010514
00010034,00010976
00010021,00011016
00010046,00010780
00000135,00010838
00010173,00010216
00010613,00010629
00000760,00010355
00010068,00010704
00000703,00010076
00010368,00010373
00010093,00010301
00010265,00010613
00000372,00010834
00010700,00010918
00000350,00000450
00000371,00010505
00010190,00010625
00010197,00010302
00010319,00010640
00010564,00010900
00010677,00010751
00010055,00010148
00000437,00010082
00010721,00011025
00010042,00010048
00010298,00010895
00010518,00010657
00010671,00010833
00010046,00010406
00010156,00010833
00010008,00010882
00010198,00010571
00000196,00010177
00010233,00010347
00010135,00010145
00010287,00010400
00010462,00010892
00000161,00010480
00010044,00010179
00010444,00010920
00010689,00010834
00010416,00010465
00000384,00000917
00010299,00010728
00010454,00010459
00000727,00000728
00010772,00010953
00010765,00010961
00010569,00010668
00000194,00010837
00000168,00010725
00010204,00010443
00010010,00010041
00010252,00010944
00000576,00010741
00000653,00010826
00010014,00010447
00010765,00010807
00000631,00010828
00000916,00010032
00010585,00010846
00010284,00010964
00000376,00000652
00000410,00010865
00010173,00010584
00000168,00010497
00010058,00010890
00010076,00010264
00010116,00010764
00010382,00010685
00010179,00010698
00000491,00010375
00010179,00010919
00010114,00010619
00010198,00010950
00010400,00010475
00010190,00010282
00010718,00010868
00000381,00000435
00010028,00010175
00010544,00010940
00010175,00010828
00010821,00010871
00000575,00010745
00010433,00010605
00010052,00010308
00000371,00010445
00000887,00010180
00010037,00010976
00010026,00010038
00000796,00010745
00010119,00010898
00010294,00010316
00000435,00010112
00010726,00010826
00000917,00010302
00000458,00010190
00010535,00010651
00000855,00010993
00010689,00010873
00010219,00010596
00000378,00010683
00010087,00010351
00000286,00010055
00000705,00010314
00010837,00011036
00010813,00010963
00000461,00010611
00010833,00010837
00010056,00010070
00010423,00010561
00000437,00010920
00000887,00010866
00000277,00010599
00010124,00010503
00000629,00010384
00010037,00010622
00000453,00010524
00010548,00010796
00010088,00010513
00010041,00010601
00010181,00010601
00000435,00010094
00010067,00010645
00010780,00010879
00010048,00010980
00000649,00010232
00010326,00010784
00010514,00010552
00000905,00010104
00010319,00010480
00000399,00010759
00010228,00010846
00000199,00010548
00010443,00010544
00010461,00010861
00000870,00010250
00000127,00010206
00010543,00010688
00010139,00010170
00010089,00010321
00010504,00011010
00000207,00010916
00010366,00010479
00000207,00010118
00010663,00010679
00010027,00010644
00010414,00010640
00010533,00010987
00010472,00010870
00010372,00010593
00000457,00000497
00000911,00010815
00010985,00011027
00000135,00000707
00010166,00010989
00010242,00010820
00010849,00010992
00010166,00010614
00000212,00010514
00000548,00010544
00010783,00010938
00010795,00010963
00010508,00010533
00000930,00010519
00010567,00010992
00000194,00010313
00010094,00010097
00010619,00010903
00000180,00010531
00010264,00010794
00000906,00000915
00000855,00010488
00010214,00011021
00000796,00010243
00010180,00010914
00010082,00010671
00000123,00010838
00010069,00010140
00010092,00010794
00010305,00010755
00010350,00010526
00010079,00010321
00000459,00010179
00010776,00011036
00010787,00010845
00010163,00010577
00000706,00010219
00000916,00010130
00010490,00010766
00010391,00010445
00010416,00010640
00010518,00010772
00000565,00010020
00000497,00010038
00000702,00010828
00010039,00010697
00010139,00010216
00010551,00010584
00000713,00010824
00000196,00010132
00000764,00010117
00000123,00010628
00010548,00010790
00010147,00010434
00000437,00000713
00010327,00010442
00010114,00010746
00010073,00010151
00000490,00010005
00010299,00010810
00000962,00010770
00010377,00010620
00010076,00010271
00010243,00010583
00010036,00010583
00010304,00010855
00010533,00011002
00010224,00010646
00010513,00010633
00010577,00010641
00000931,00010184
00010656,00010657
00000194,00010131
00000436,00010934
00010196,00010899
00010096,00010916
00000459,00010282
00000704,00010075
00010150,00010640
00010027,00010127
00010246,00010483
00010770,00010772
00010162,00010305
00010012,00010143
00010046,00010214
00000760,00010219
00010318,00010855
00010211,00010947
00010005,00010583
00000893,00010726
00010588,00010821
00010672,00010979
00010081,00010776
00010392,00010965
00000487,00010687
00010066,00010167
00000565,00010664
00010148,00010672
00010009,00010303
00010298,00010977
00000487,00011023
00000372,00010827
00010322,00010488
00010059,00010847
00000916,00010172
00000383,00010807
00010043,00011013
00010336,00010338
00010419,00010939
00010986,00011028
00000283,00010058
00010719,00010936
00010001,00010170
00010042,00010922
00010045,00010339
00010074,00010293
00010227,00010914
00010174,00010556
00000705,00000855
00010052,00010727
00010274,00010280
00000125,00000163
00010210,00010920
00010003,00010571
00010352,00010466
00010600,00010828
00010378,00010938
00000436,00010600
00000666,00010393
00010197,00010265
00010019,00010089
00000905,00010905
00010718,00010837
00010322,00010432
00010021,00010048
00010444,00010812
00000370,00010307
00000147,00000612
00010314,00010816
00000381,00010557
00010059,00010107
00010600,00010900
00010023,00010175
00000903,00010384
00010076,00010293
00010428,00010641
00000857,00010247
00010055,00010530
00010392,00010717
00010378,00010723
00010874,00010976
00010402,00010652
00000565,00010032
00010294,00010739
00010033,00010045
00010569,00010615
00010276,00010327
00010732,00011008
00000707,00010461
00010983,00011033
00010265,00010919
00010097,00010916
00010540,00010944
00000721,00010836
00010940,00010947
00010297,00010891
00000547,00010533
00010647,00010917
00000790,00010309
00010345,00010711
00010252,00010884
00000399,00000548
00010542,00010742
00000180,00010521
00000237,00010633
00010076,00010317
00010513,00010601
00000706,00010618
00000909,00011010
00010464,00010656
00010145,00010313
00000706,00010953
00010010,00010014
00010021,00010245
00010115,00010174
00000161,00010852
00000706,00010942
00010051,00010969
00010038,00010143
00010024,00010375
00010044,00010609
00000653,00010184
00010054,00010539
00010010,00010571
00010056,00010776
00010663,00010678
00000372,00010825
00010185,00010753
00010403,00010489
00010093,00010094
00000237,00010952
00010039,00010629
00010210,00010269
00010104,00010327
00000461,00010396
00010067,00010980
00000790,00011010
00010632,00010816
00010309,00010915
00000548,00010555
00010502,00011013
00010054,00011035
00010581,00010892
00010285,00010818
00000152,00000233
00000350,00010151
00010243,00010734
00010151,00010220
00010110,00010343
00010619,00010934
00010020,00010050
00010131,00010166
00000548,00000706
00010280,00010350
00010304,00010642
00010092,00010163
00010497,00010649
00010292,00010326
00000286,00010020
00010151,00010351
00010072,00010082
00000886,00010285
00010311,00010646
00010198,00010671
00000134,00010821
00010314,00010510
00010440,00010487
00010068,00010949
00000378,00010816
00000606,00000666
00010339,00010633
00010674,00010747
00010050,00010564
00000575,00010194
00010009,00010016
00000765,00010219
00000491,00010013
00010013,00010054
00010080,00010607
00010846,00010922
