id,name
419,セブンイレブン　喜連瓜破駅南店
826,阪神千鳥橋駅前広場駐輪場
885,阪神福駅前Ａ駐輪場
886,阪神西九条駅東棟B駐輪場
1901,セブンイレブン　大阪塚本3丁目店
1903,セブンイレブン　大阪十三本町3丁目店
1904,セブンイレブン　大阪西中島1丁目店
1907,セブンイレブン　大阪宮原4丁目店
1909,セブンイレブン　大阪東三国4丁目店
1910,セブンイレブン　大阪塚本6丁目店
1912,セブンイレブン　大阪大淀中店
1913,セブンイレブン　大阪鶴野東店
1919,セブンイレブン　大阪阪南町3丁目店
1922,セブンイレブン　大阪住之江3丁目店
1995,セブンイレブン　大阪東三国2丁目店
1996,セブンイレブン　大阪木川西淀川通店
2004,セブンイレブン　大阪都島本通1丁目店
2010,セブンイレブン　大阪中加賀屋3丁目店
2031,株式会社あさひ本社
2036,セブンイレブン　JR放出駅西店
2039,セブンイレブン　大阪寺田町2丁目店
2043,セブンイレブン　大阪東三国駅北口店
2044,セブンイレブン　大阪平野駅前店
2046,セブンイレブン　大阪難波中3丁目南店
2047,セブンイレブン　大阪OCAT前店
2049,セブンイレブン　大阪三軒家東4丁目店
2050,セブンイレブン　大阪磯路2丁目店
2051,セブンイレブン　大阪夕凪1丁目店
2052,セブンイレブン　大阪千代崎2丁目店
2055,セブンイレブン　四ツ橋南堀江店
2096,セブンイレブン　大阪三国本町2丁目店
2097,セブンイレブン　阪急下新庄駅前店
2099,セブンイレブン　大阪上新庄3丁目店
2102,セブンイレブン　大阪芝田北店
2110,セブンイレブン　大阪岸里東1丁目店
2232,セブンイレブン　大阪内代店
2346,あさひ大東町オフィス
2497,セブンイレブン　堺筋本町南店
2498,セブンイレブン　大阪南船場4丁目店
2502,セブンイレブン　大阪長居東4丁目店
2523,阪神出来島駅高架下駐輪場
2637,サイクルベースあさひ城東古市店
2649,セブンイレブン　大阪小橋町店
2830,五月山公園
2831,城跡公園
2832,歴史民俗資料館
2833,池田市役所本庁舎
2834,池田駅東自転車駐車場
2835,豊島野公園
2837,五月山動物園前
2838,石橋阪大前駅中央第二駐輪場
2839,石橋公園
2899,セブンイレブン　大阪谷町7丁目店
3082,サイクルベースあさひ西淀川歌島店
3083,サイクルベースあさひ長居公園通り店
3120,石橋商店街高架下駐輪場
3121,池田市シルバー人材センター
3197,サイクルベースあさひ八戸ノ里店
3198,サイクルベースあさひ東大阪吉田店
3279,花園本町商店会
3417,アップルパーク　日本橋駅前月極め駐輪場
3481,サイクルベースあさひ放出店
3482,GLION MUSEUM
3483,グランドールサンパティオ
3503,セブンイレブン　大阪鴫野東3丁目店
3520,サイクルベースあさひ堺一条通店
3521,サイクルベースあさひ新金岡店
3522,サイクルベースあさひ三国ヶ丘店
3599,大阪ベイタワー
3712,阪急岡町駅東
3713,阪急岡町駅西
3714,阪急曽根駅東
3715,阪急曽根駅高架下
3716,阪急服部天神駅北
3717,阪急庄内駅東
3718,北急緑地公園駅西
3720,北急緑地公園駅東
3721,服部緑地西口
3722,服部緑地東口
3723,服部緑地南口
3724,服部緑地レストハウス前
3725,走井学校給食センター
3726,クリーンランド
3727,文化芸術センター
3728,豊島体育館
3729,ふれあい緑地南
3730,庄内文化センター
3731,猪名川公園
3733,曽根島江線庄内栄町
3734,神崎刀根山線二葉町
3735,神崎刀根山線千成町
3736,神崎刀根山線神州町
3737,維持修繕事務所
3738,サイクルベースあさひ桜塚店
3780,大阪モノレール阪大病院前駅
3781,大阪モノレール 彩都西駅
3821,べんてんひろば駐輪場
3881,原田大橋
3970,サイクルベースあさひ服部店
4146,サイクルベースあさひ千鳥橋店
4238,大阪モノレール千里中央駅
4239,大阪モノレール公園東口駅
4284,七道駅前第２自転車等駐車場
4285,堺東駅前瓦町公園地下自転車等駐車場
4286,浅香駅前自転車等駐車場
4288,堺市駅前東第１自転車等駐車場
4289,三国ヶ丘駅前西第１自転車駐車場
4290,百舌鳥八幡駅前東自転車駐車場
4291,百舌鳥八幡駅前西自転車駐車場
4292,長塚古墳
4293,さかい利晶の杜
4294,堺市立人権ふれあいセンター
4295,J-GREEN 堺
4296,堺市立青少年センター
4297,ポルタス堺（堺駅西口）
