x,y,z,name,dist
40.45574991889732,42.26126607607323,16.98,溝沼市民センター【営業時間:08:40〜20:00 】,0
40.522083609538015,42.5699613023376,16.9,ファミリーマート　塩味朝霞溝沼店,128.94788740765665
41.2286145470437,41.83327023142627,16.93,溝沼７丁目東林橋前,361.94921301022384
40.60869204947595,43.275106810478064,16.84,げんき鍼灸整骨院,418.69990928141686
39.53390995895684,42.71425306717938,16.77,ファミリーマート　朝霞黒目川通り店,420.89166467175806
40.00485712472423,41.05089906182103,16.9,ファミリーマート　朝霞東弁財店,527.6585489432509
40.441204990052015,40.75957472749104,16.85,西久保公園,613.169057432911
39.65754185413566,40.81990527639126,16.82,ファミリーマート　朝霞東弁財1丁目店,673.4252499432046
39.06781110280456,43.144405278352096,16.39,朝霞市　水道庁舎,673.8455935826606
41.00515154934315,43.83404393406177,16.63,滝の根公園,680.5933623583335
41.25219496198532,40.76691223558421,16.86,朝霞市産業文化センター,692.0714480749315
40.36076712599069,40.516620269418425,16.92,セブンイレブン　朝霞台駅南口店,713.3985603977469
41.23500550062325,40.69299352060144,16.83,エコネットあさか,715.6438141220706
41.9551998561374,41.27890109130943,16.84,TMGあさか医療センター,734.1953050944095
40.71932165978018,44.04489832095053,16.52,溝沼3丁目金子坂下②,736.2900156582393
40.70455635322567,44.09516613742337,16.48,溝沼3丁目金子坂下,755.7588476761172
39.85698368146991,40.4725946719972,16.66,TMGサテライトクリニック朝霞台,770.4869346910493
42.09734347893353,41.31178318750306,16.81,セブンイレブン　朝霞東洋大学前店,776.8838676007368
42.31353401221142,42.64849309808384,16.69,中道公園,778.1601246365756
41.44775814163249,43.9369172208604,16.55,グリルミートたかさご,796.0464375669305
40.656954767911486,44.2171669998065,16.39,アサカグリーン,802.9088491105682
38.41615421502944,42.17104797551909,16.34,有限会社アニメート,837.295179555793
39.3758991410539,40.51928354329644,16.52,デニーズ　朝霞台店,837.849775624308
41.32051205201514,40.39079378666746,16.74,水道橋交差点前,842.0334523938255
40.53728967151094,40.19702500401233,16.7,北朝霞駅前広場,843.4811739575027
42.03277280997276,40.90713969074165,16.66,ファミリーマート　東洋大朝霞キャンパス前店,850.8697870311836
39.8386923315618,40.180718996119886,16.58,南割公園,886.3670975714278
38.68303162155669,40.980785915520144,16.31,三原公園,895.4828652571055
41.08514865798605,44.402204853659846,16.35,南朝霞公民館,911.5340172684054
38.80622276131084,43.86637869681071,15.93,西朝霞公民館,941.948162438928
38.8938008631768,44.00854238931388,15.82,アミティエ,958.8659876124528
42.41380587015782,43.57155995083679,16.46,朝霞市民会館,964.9734532896254
38.03732493194273,42.33626637859077,16.02,セブンイレブン　朝霞三原5丁目店,992.3273551267722
